ID,Skills,Projects,Education,Experience,Job_Role,Required_Skills
55479,"Deep Learning, Machine Learning, PyTorch, Python, CAD, Ethical Hacking, HTML","AI Chatbot, E-commerce Website",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55480,"Thermodynamics, NumPy, APIs, Excel, SQL, Manufacturing, Java, HTML","AI Chatbot, IoT Smart Home",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
55481,"Thermodynamics, NumPy, Cryptography, Deep Learning, JavaScript, Network Security, Ethical Hacking, Pandas","Portfolio Website, Cybersecurity Monitoring Tool",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55482,"APIs, Cryptography, Visualization, SQL, PyTorch, Communication, Python, Java","Cybersecurity Monitoring Tool, Resume Analyzer",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
55483,"TensorFlow, APIs, Machine Learning, PyTorch, Git, Ethical Hacking","Resume Analyzer, Healthcare App",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55484,"CI/CD, JavaScript, SQL, Communication, Python, Network Security, Ethical Hacking, SIEM","Cloud Deployment Project, Resume Analyzer",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55485,"APIs, Excel, Patient Care, Linux, Pharmacology, Python, Java, RTOS","Portfolio Website, AI Chatbot",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
55486,"React, Deep Learning, JavaScript, SQL, Node.js, Diagnosis, RTOS, Surgery","Stock Prediction Model, Fraud Detection System",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55488,"Excel, Deep Learning, SQL, Communication, Python, Java, Embedded Systems","Resume Analyzer, Fraud Detection System",S2,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55489,"React, APIs, JavaScript, Network Security, HTML, RTOS, SolidWorks, Pandas","Portfolio Website, Cloud Deployment Project",S2,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55490,"React, Kubernetes, NumPy, Cryptography, Node.js, Python, Java, HTML","Portfolio Website, Healthcare App",D3,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55492,"React, Machine Learning, JavaScript, Design, Node.js, Python, RTOS, SolidWorks","Portfolio Website, Cybersecurity Monitoring Tool",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55493,"Kubernetes, Deep Learning, Linux, Communication, CAD, AWS, Docker, RTOS","Cloud Deployment Project, Resume Analyzer",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55497,"React, CI/CD, Node.js, Java, Embedded Systems, HTML, RTOS","Resume Analyzer, E-commerce Website",D3,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55498,"Cryptography, Deep Learning, Data Analysis, Linux, Python, CAD, Ethical Hacking, Pandas","Portfolio Website, Cloud Deployment Project",S1,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55500,"Thermodynamics, Cryptography, Machine Learning, Communication, Manufacturing, Network Security, Git, Ethical Hacking","Portfolio Website, AI Chatbot",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55502,"Kubernetes, NumPy, Excel, CSS, Visualization, Communication, Git, SIEM","Portfolio Website, E-commerce Website",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55505,"Thermodynamics, Medical Knowledge, Kubernetes, PyTorch, Manufacturing, Git, AWS, Docker","Fraud Detection System, Resume Analyzer",S2,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55507,"TensorFlow, Microcontrollers, Cryptography, Excel, Data Analysis, Node.js, SQL, SIEM","Stock Prediction Model, Healthcare App",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55508,"TensorFlow, Kubernetes, CI/CD, Visualization, Design, CAD, Git, Docker","Resume Analyzer, Healthcare App",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55509,"APIs, Deep Learning, PyTorch, Python, Git, Docker","Resume Analyzer, Fraud Detection System",S2,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
55510,"React, Excel, Deep Learning, Machine Learning, Python, Embedded Systems, C, Pandas","Portfolio Website, Resume Analyzer",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55511,"NumPy, Python, Manufacturing, Electronics, AWS, SolidWorks, Pandas","Healthcare App, Cybersecurity Monitoring Tool",S2,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55513,"React, CI/CD, TensorFlow, APIs, PyTorch, Communication, Python, Git","Cybersecurity Monitoring Tool, IoT Smart Home",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55514,"Thermodynamics, Machine Learning, JavaScript, Node.js, Pharmacology, Network Security, Ethical Hacking, HTML","Stock Prediction Model, Resume Analyzer",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55515,"Medical Knowledge, Machine Learning, JavaScript, Python, Java, Git, Ethical Hacking, HTML","Cybersecurity Monitoring Tool, Portfolio Website",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
55517,"React, CI/CD, Node.js, Java, C, Git, AWS, HTML","Cloud Deployment Project, IoT Smart Home",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55518,"Thermodynamics, Deep Learning, Communication, Python, Network Security, CAD, Embedded Systems, SIEM","IoT Smart Home, E-commerce Website",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55522,"NumPy, Cryptography, CSS, Python, Manufacturing, Network Security, SolidWorks, Pandas","Cybersecurity Monitoring Tool, AI Chatbot",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55523,"TensorFlow, Cryptography, Deep Learning, PyTorch, Communication, Python","Portfolio Website, Cybersecurity Monitoring Tool",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55524,"Excel, Data Analysis, SQL, Communication, Java, Embedded Systems, Surgery","Cloud Deployment Project, Stock Prediction Model",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55525,"React, CSS, Node.js, Python, Manufacturing, AWS, SolidWorks, Pandas","Cybersecurity Monitoring Tool, Cloud Deployment Project",S2,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55526,"CI/CD, Machine Learning, Linux, Design, PyTorch, Network Security, Git, Docker","Fraud Detection System, Portfolio Website",S1,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55528,"Data Analysis, Deep Learning, Visualization, Node.js, SQL, Communication, Python","Cloud Deployment Project, Portfolio Website",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55530,"React, Deep Learning, JavaScript, Linux, SQL, PyTorch, Python, Pandas","Cybersecurity Monitoring Tool, IoT Smart Home",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55531,"NumPy, SQL, Python, Network Security, Git, Embedded Systems, Docker","E-commerce Website, Healthcare App",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
55533,"Thermodynamics, Kubernetes, APIs, Linux, Python, Java, Ethical Hacking, Electronics","Resume Analyzer, E-commerce Website",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
55535,"TensorFlow, Excel, Cryptography, JavaScript, Python, Network Security, Ethical Hacking, SIEM","Portfolio Website, IoT Smart Home",D3,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55537,"Thermodynamics, CI/CD, Kubernetes, APIs, Visualization, Python, Git","Cloud Deployment Project, AI Chatbot",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
55538,"React, NumPy, Excel, Machine Learning, PyTorch, Pharmacology, Python, AWS","Cybersecurity Monitoring Tool, Cloud Deployment Project",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55539,"Medical Knowledge, Patient Care, Cryptography, Data Analysis, SQL, Python, Java","Stock Prediction Model, Cloud Deployment Project",D3,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
55541,"TensorFlow, APIs, Cryptography, Network Security, Java, Git, AWS, SolidWorks","Portfolio Website, IoT Smart Home",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
55542,"Machine Learning, SQL, PyTorch, Python, Network Security, Git, Surgery, Pandas","Resume Analyzer, Stock Prediction Model",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55543,"React, CSS, Pharmacology, C, Ethical Hacking, AWS, HTML, SolidWorks","Cloud Deployment Project, Resume Analyzer",S2,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55544,"React, Data Analysis, Python, Diagnosis, C, HTML, SolidWorks, Pandas","Portfolio Website, IoT Smart Home",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55545,"Thermodynamics, CI/CD, Machine Learning, JavaScript, CSS, Node.js, CAD, SIEM","E-commerce Website, Healthcare App",S2,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55546,"Patient Care, Excel, Machine Learning, Data Analysis, Visualization, SQL, Pharmacology, C","Portfolio Website, IoT Smart Home",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55548,"HTML, Kubernetes, Machine Learning, JavaScript, CSS, Network Security, Git, Docker","Cybersecurity Monitoring Tool, Fraud Detection System",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55549,"TensorFlow, Node.js, SQL, Communication, Manufacturing, Java, Git, Ethical Hacking","Cloud Deployment Project, Portfolio Website",S1,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
55550,"Medical Knowledge, Kubernetes, Microcontrollers, PyTorch, Pharmacology, Ethical Hacking, AWS, Docker","E-commerce Website, Fraud Detection System",S2,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55551,"Data Analysis, Visualization, SQL, CAD, Electronics, HTML, Pandas","Fraud Detection System, IoT Smart Home",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55552,"Machine Learning, PyTorch, Python, Git, Ethical Hacking, AWS, Docker, SIEM","Cloud Deployment Project, AI Chatbot",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55553,"APIs, Deep Learning, PyTorch, Communication, Python, Java, RTOS","Cybersecurity Monitoring Tool, AI Chatbot",S2,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55559,"TensorFlow, Kubernetes, Machine Learning, Pharmacology, Python, CAD, Diagnosis, RTOS","AI Chatbot, E-commerce Website",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55560,"Cryptography, PyTorch, Python, Git, C, Embedded Systems, HTML, SIEM","AI Chatbot, IoT Smart Home",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55561,"Medical Knowledge, Cryptography, Deep Learning, JavaScript, Machine Learning, Data Analysis, Python, HTML","E-commerce Website, Portfolio Website",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55563,"React, Kubernetes, APIs, Data Analysis, CSS, SQL, Communication, HTML","Cybersecurity Monitoring Tool, AI Chatbot",D3,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55564,"Data Analysis, Visualization, Python, SIEM, Diagnosis, Network Security, Ethical Hacking, Surgery","Healthcare App, Resume Analyzer",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55565,"CI/CD, Cryptography, Communication, C, AWS, Docker, Surgery","AI Chatbot, Healthcare App",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55566,"NumPy, Cryptography, Excel, Communication, Python, Java, Git, RTOS","Stock Prediction Model, E-commerce Website",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
55567,"TensorFlow, Kubernetes, Machine Learning, Data Analysis, Python, C, HTML, Pandas","Fraud Detection System, Cloud Deployment Project",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55568,"CI/CD, TensorFlow, Kubernetes, Linux, Visualization, Communication","Cybersecurity Monitoring Tool, AI Chatbot",D3,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55570,"React, APIs, CSS, Node.js, Communication, Manufacturing, CAD","Healthcare App, IoT Smart Home",S1,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55571,"CI/CD, NumPy, Node.js, Pharmacology, Python, Network Security, AWS, Pandas","Fraud Detection System, Stock Prediction Model",S1,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55572,"React, CI/CD, Excel, Data Analysis, Visualization, Manufacturing, Network Security, HTML","Stock Prediction Model, Cybersecurity Monitoring Tool",S2,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55573,"Cryptography, Data Analysis, Linux, Visualization, Design, Communication, C, RTOS","IoT Smart Home, Cloud Deployment Project",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55574,"React, NumPy, Excel, Visualization, Node.js, Communication, Surgery","Cybersecurity Monitoring Tool, Resume Analyzer",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55575,"Medical Knowledge, Kubernetes, Cryptography, Deep Learning, Network Security, Diagnosis, Docker, SIEM","Fraud Detection System, Stock Prediction Model",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55576,"Medical Knowledge, CI/CD, TensorFlow, Machine Learning, PyTorch, HTML, SolidWorks","Cloud Deployment Project, Portfolio Website",S2,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55579,"React, Cryptography, JavaScript, Visualization, Network Security, Electronics, HTML, Pandas","Resume Analyzer, Stock Prediction Model",S1,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55581,"Excel, Data Analysis, Linux, Visualization, PyTorch, C, SolidWorks, Surgery","Portfolio Website, Healthcare App",D3,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55584,"CI/CD, Microcontrollers, CSS, Node.js, Network Security, CAD, Ethical Hacking, HTML","Resume Analyzer, Cybersecurity Monitoring Tool",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
55585,"Cryptography, Machine Learning, Ethical Hacking, Python, Network Security, Git, Electronics, HTML","IoT Smart Home, E-commerce Website",D3,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55586,"Microcontrollers, Deep Learning, Machine Learning, Visualization, SQL, Python, HTML","Healthcare App, Fraud Detection System",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
55587,"Thermodynamics, Medical Knowledge, Kubernetes, Excel, JavaScript, Linux, AWS, Pandas","AI Chatbot, Portfolio Website",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55590,"NumPy, Deep Learning, Machine Learning, Python, Git, RTOS, SIEM, Pandas","Resume Analyzer, E-commerce Website",S1,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55591,"NumPy, Excel, Visualization, Communication, Python, SIEM, Network Security, Surgery","Fraud Detection System, Cybersecurity Monitoring Tool",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
55592,"React, NumPy, Machine Learning, JavaScript, Data Analysis, Design, HTML, Pandas","Fraud Detection System, Stock Prediction Model",D3,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55594,"Thermodynamics, CI/CD, Kubernetes, Data Analysis, Linux, CSS, SIEM, Pandas","E-commerce Website, Stock Prediction Model",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55596,"Thermodynamics, APIs, CSS, Python, Git, C, AWS","Cybersecurity Monitoring Tool, Stock Prediction Model",D3,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
55597,"Thermodynamics, Kubernetes, NumPy, Machine Learning, Data Analysis, Manufacturing, Git, Pandas","Fraud Detection System, AI Chatbot",S2,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
55598,"Thermodynamics, Kubernetes, Microcontrollers, Visualization, SQL, Communication, Embedded Systems","E-commerce Website, Cloud Deployment Project",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55599,"APIs, Deep Learning, CSS, SQL, PyTorch, Python, Manufacturing, Diagnosis","IoT Smart Home, Stock Prediction Model",S1,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
55600,"TensorFlow, Medical Knowledge, CI/CD, JavaScript, Linux, CSS, Python, AWS","Portfolio Website, AI Chatbot",S2,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
55601,"Medical Knowledge, Microcontrollers, Excel, Deep Learning, SQL, Communication, Ethical Hacking, SolidWorks","Cloud Deployment Project, E-commerce Website",D3,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
55602,"CI/CD, Linux, PyTorch, Manufacturing, Java, Git, AWS, Surgery","Cloud Deployment Project, Cybersecurity Monitoring Tool",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
